6129.2.permissive	74	Clade Ⅰ
6131.5.permissive	75	Clade Ⅰ
6134.9.permissive	74	Clade Ⅰ
6137.3.strict	75	Clade Ⅰ
6141.2.permissive	74	Clade Ⅱ
6143.9.strict	73	Clade Ⅰ
6144.1.orig	74	Clade Ⅰ
6147.1.permissive	60	Clade Ⅰ
6179.2.strict	72	Clade Ⅱ
6185.18.permissive	75	Clade Ⅱ
6192.4.strict	74	Clade Ⅰ
6193.3.strict	75	Clade Ⅰ
6204.4.permissive	75	Clade Ⅰ
6210.4.orig	75	Clade Ⅰ
6219.4.permissive	76	Clade Ⅰ
6222.2.strict	76	Clade Ⅱ
6227.5.strict	77	Clade Ⅰ
6232.6.permissive	75	Clade Ⅰ
6239.1.strict	73	Clade Ⅱ
6240.4.permissive	76	Clade Ⅰ
6249.4.strict	75	Clade Ⅰ
6253.8.strict	65	Clade Ⅱ
6254.11.permissive	74	Clade Ⅰ
6291.3.strict	66	Clade Ⅰ
6294.3.strict	77	Clade Ⅱ
6297.5.permissive	68	Clade Ⅰ
6322.1.orig	70	Clade Ⅰ
6325.1.strict	74	Clade Ⅰ
6353.9.permissive	73	Clade Ⅰ
6375.6.strict	76	Clade Ⅱ
6385.7.strict	75	Clade Ⅰ
6397.13.permissive	69	Clade Ⅰ
6425.1.orig	68	Clade Ⅰ
6434.5.permissive	75	Clade Ⅱ
6437.3.permissive	69	Clade Ⅰ
6458.4.strict	78	Clade Ⅱ
6460.8.strict	75	Clade Ⅱ
6462.1.strict	76	Clade Ⅱ
6469.3.orig	73	Clade Ⅰ
6471.2.orig	73	Clade Ⅰ
6490.1.strict	76	Clade Ⅱ
6499.2.strict	71	Clade Ⅱ
6505.9.strict	74	Clade Ⅰ
6506.10.strict	77	Clade Ⅱ
6512.1.strict	78	Clade Ⅱ
6526.1.permissive	76	Clade Ⅰ
6544.4.strict	78	Clade Ⅱ
6546.27.orig	77	Clade Ⅱ
6552.3.permissive	76	Clade Ⅰ
6553.1.strict	75	Clade Ⅰ
6556.9.permissive	61	Clade Ⅱ
6558.1.orig	70	Clade Ⅰ
6564.9.permissive	73	Clade Ⅰ
6573.3.permissive	77	Clade Ⅱ
6574.4.orig	74	Clade Ⅱ
6575.5.permissive	78	Clade Ⅱ
6576.8.strict	77	Clade Ⅰ
6577.3.orig	56	Clade Ⅱ
6578.5.strict	74	Clade Ⅱ
6581.1.permissive	76	Clade Ⅱ
6584.3.strict	75	Clade Ⅱ
6590.6.permissive	68	Clade Ⅱ
6607.8.strict	77	Clade Ⅱ
6609.1.strict	77	Clade Ⅱ
6620.4.strict	76	Clade Ⅱ
6634.5.strict	73	Clade Ⅱ
6638.3.permissive	76	Clade Ⅱ
6647.5.permissive	71	Clade Ⅰ
6653.2.strict	73	Clade Ⅰ
6655.10.strict	77	Clade Ⅰ
6661.4.permissive	73	Clade Ⅰ
6669.6.strict	77	Clade Ⅱ
6671.5.permissive	76	Clade Ⅱ
6675.4.strict	75	Clade Ⅱ
6679.6.strict	76	Clade Ⅱ
6683.3.permissive	75	Clade Ⅰ
6685.3.permissive	76	Clade Ⅱ
6693.2.permissive	72	Clade Ⅱ
6694.4.permissive	74	Clade Ⅱ
6695.4.permissive	69	Clade Ⅱ
6697.3.permissive	75	Clade Ⅱ
6701.5.strict	78	Clade Ⅱ
6705.4.permissive	75	Clade Ⅱ
6723.4.strict	76	Clade Ⅱ
6740.5.permissive	71	Clade Ⅱ
6743.6.strict	76	Clade Ⅱ
6751.12.strict	76	Clade Ⅱ
6759.1.permissive	74	Clade Ⅰ
6761.8.orig	73	Clade Ⅱ
6766.6.strict	74	Clade Ⅱ
6768.8.permissive	75	Clade Ⅱ
6783.2.strict	76	Clade Ⅱ
6793.1.strict	77	Clade Ⅱ
6795.4.orig	72	Clade Ⅱ
6803.3.permissive	75	Clade Ⅱ
6805.10.strict	77	Clade Ⅱ
6807.3.strict	74	Clade Ⅰ
6808.2.strict	74	Clade Ⅰ
6822.3.orig	75	Clade Ⅱ
6824.1.permissive	74	Clade Ⅰ
6825.7.permissive	76	Clade Ⅱ
6827.5.permissive	75	Clade Ⅱ
6830.3.permissive	71	Clade Ⅱ
6831.9.strict	74	Clade Ⅱ
6835.8.permissive	71	Clade Ⅰ
6837.3.strict	74	Clade Ⅱ
6840.6.permissive	68	Clade Ⅰ
6842.2.orig	75	Clade Ⅱ
6845.5.orig	58	Clade Ⅱ
6846.1.permissive	74	Clade Ⅰ
6847.1.permissive	76	Clade Ⅱ
6848.5.strict	75	Clade Ⅱ
6851.2.permissive	72	Clade Ⅰ
6855.1.permissive	74	Clade Ⅰ
6864.2.permissive	75	Clade Ⅱ
6874.4.permissive	76	Clade Ⅰ
6877.5.permissive	78	Clade Ⅱ
6890.6.strict	73	Clade Ⅱ
6891.1.strict	70	Clade Ⅱ
6901.1.permissive	78	Clade Ⅰ
6907.4.permissive	77	Clade Ⅰ
6911.38.permissive	74	Clade Ⅰ
6920.6.strict	75	Clade Ⅱ
6939.1.strict	75	Clade Ⅱ
6945.5.strict	77	Clade Ⅱ
6985.6.permissive	74	Clade Ⅱ
6989.7.orig	73	Clade Ⅰ
7011.4.orig	69	Clade Ⅰ
7025.1.permissive	74	Clade Ⅱ
7031.12.strict	76	Clade Ⅱ
7035.5.permissive	76	Clade Ⅱ
7037.2.orig	70	Clade Ⅰ
7043.1.permissive	76	Clade Ⅰ
7047.5.permissive	67	Clade Ⅰ
7053.5.permissive	73	Clade Ⅱ
7055.11.strict	73	Clade Ⅱ
7059.10.permissive	69	Clade Ⅱ
7097.8.permissive	74	Clade Ⅰ
7099.10.strict	77	Clade Ⅰ
7101.1.strict	75	Clade Ⅰ
7103.6.permissive	77	Clade Ⅱ
7107.6.permissive	73	Clade Ⅰ
7113.9.orig	75	Clade Ⅱ
89544.3.strict	79	Clade Ⅰ
89552.6.permissive	79	Clade Ⅰ
89566.4.permissive	79	Clade Ⅰ
GCF_000008205.1_ASM820v1_genomic	76	Clade Ⅰ
GCF_000008225.1_ASM822v1_genomic	79	Clade Ⅰ
GCF_000008405.1_ASM840v1_genomic	78	Clade Ⅰ
GCF_000183185.1_ASM18318v1_genomic	77	Clade Ⅰ
GCF_000400855.1_ASM40085v1_genomic	78	Clade Ⅰ
GCF_000427215.1_ASM42721v1_genomic	81	Clade Ⅱ
GCF_002193015.1_ASM219301v1_genomic	78	Clade Ⅰ
GCF_002213485.1_ASM221348v1_genomic	70	Clade Ⅱ
GCF_004768725.1_ASM476872v1_genomic	78	Clade Ⅰ
GCF_007923985.1_ASM792398v1_genomic	79	Clade Ⅱ
GCF_009831855.1_ASM983185v1_genomic	78	Clade Ⅰ
GCF_009831895.1_ASM983189v1_genomic	79	Clade Ⅱ
GCF_009831905.1_ASM983190v1_genomic	75	Clade Ⅰ
GCF_009831945.1_ASM983194v1_genomic	77	Clade Ⅱ
GCF_009832035.1_ASM983203v1_genomic	77	Clade Ⅰ
GCF_009832075.1_ASM983207v1_genomic	77	Clade Ⅱ
GCF_009832085.1_ASM983208v1_genomic	77	Clade Ⅰ
GCF_009832125.1_ASM983212v1_genomic	78	Clade Ⅱ
GCF_009832175.1_ASM983217v1_genomic	81	Clade Ⅰ
GCF_013402755.1_ASM1340275v1_genomic	79	Clade Ⅰ
GCF_013412725.1_ASM1341272v1_genomic	78	Clade Ⅱ
GCF_021383865.1_ASM2138386v1_genomic	79	Clade Ⅰ
GCF_900660565.1_51334_A01-3_genomic	78	Clade Ⅰ
W6838.1.strict	75	Clade Ⅰ
W6840.4.strict	70	Clade Ⅰ
W6844.3.orig	63	Clade Ⅰ
W6846.4.orig	73	Clade Ⅰ
W6848.8.strict	77	Clade Ⅱ
W6864.4.strict	72	Clade Ⅱ
W6874.6.permissive	74	Clade Ⅰ
W6890.2.permissive	65	Clade Ⅱ
W6920.2.strict	74	Clade Ⅱ
W6932.14.strict	77	Clade Ⅰ
W7025.1.permissive	76	Clade Ⅱ
W7029.1.strict	78	Clade Ⅱ
W7035.6.strict	73	Clade Ⅱ
W7043.5.orig	74	Clade Ⅰ
W7053.4.permissive	73	Clade Ⅱ
W7055.2.permissive	75	Clade Ⅱ
W7057.5.orig	73	Clade Ⅱ
W7059.4.orig	63	Clade Ⅱ
W7097.1.permissive	75	Clade Ⅰ
W7099.3.strict	75	Clade Ⅱ
W7101.3.permissive	74	Clade Ⅰ
